id,date,store_nbr,family,predicted_sales
3001067,2017-08-16,14,HARDWARE,76.52491439182839
3001068,2017-08-16,14,HOME AND KITCHEN I,1463.9235495941487
3001069,2017-08-16,14,HOME AND KITCHEN II,32532.147203060675
3001070,2017-08-16,14,HOME APPLIANCES,13.070935169159489
3001071,2017-08-16,14,HOME CARE,83337.32130078359
3001072,2017-08-16,14,LADIESWEAR,590.197352937802
3001073,2017-08-16,14,LAWN AND GARDEN,9105.010377019504
3001074,2017-08-16,14,LINGERIE,1065.3474548898148
3001075,2017-08-16,14,"LIQUOR,WINE,BEER",76459.00409167542
3001076,2017-08-16,14,MAGAZINES,271.74472023917673
3001077,2017-08-16,14,MEATS,20039.0688270378
3001078,2017-08-16,14,PERSONAL CARE,46874.937290375085
3001079,2017-08-16,14,PET SUPPLIES,448.1308121966704
3001080,2017-08-16,14,PLAYERS AND ELECTRONICS,664.3870653973624
3001081,2017-08-16,14,POULTRY,20676.311752716236
3001082,2017-08-16,14,PREPARED FOODS,4719.382485587992
3001083,2017-08-16,14,PRODUCE,443710.8748346989
3001084,2017-08-16,14,SCHOOL AND OFFICE SUPPLIES,8861626.071112562
3001085,2017-08-16,14,SEAFOOD,930.1103864219263
3001086,2017-08-16,15,AUTOMOTIVE,319.7311742602662
3001087,2017-08-16,15,BABY CARE,12.459296163341136
3001088,2017-08-16,15,BEAUTY,585.0710554285221
3001089,2017-08-16,15,BEVERAGES,217954.216139258
3001090,2017-08-16,15,BOOKS,0.4600088467350011
3001091,2017-08-16,15,BREAD/BAKERY,35011.35883202651
3001092,2017-08-16,15,CELEBRATION,673.1875210185782
3001093,2017-08-16,15,CLEANING,107843.26984337144
3001094,2017-08-16,15,DAIRY,57912.90267859952
3001095,2017-08-16,15,DELI,16790.98855192982
3001096,2017-08-16,15,EGGS,8791.432083826916
3001097,2017-08-16,15,FROZEN FOODS,6262.144574733343
3001098,2017-08-16,15,GROCERY I,421157.55244697334
3001099,2017-08-16,15,GROCERY II,1750.0529718571834
3001100,2017-08-16,15,HARDWARE,76.52491439182839
3001101,2017-08-16,15,HOME AND KITCHEN I,1463.9235495941487
3001102,2017-08-16,15,HOME AND KITCHEN II,32532.147203060675
3001103,2017-08-16,15,HOME APPLIANCES,13.070935169159489
3001104,2017-08-16,15,HOME CARE,83337.32130078359
3001105,2017-08-16,15,LADIESWEAR,590.197352937802
3001106,2017-08-16,15,LAWN AND GARDEN,9105.010377019504
3001107,2017-08-16,15,LINGERIE,1065.3474548898148
3001108,2017-08-16,15,"LIQUOR,WINE,BEER",76459.00409167542
3001109,2017-08-16,15,MAGAZINES,271.74472023917673
3001110,2017-08-16,15,MEATS,20039.0688270378
3001111,2017-08-16,15,PERSONAL CARE,46874.937290375085
3001112,2017-08-16,15,PET SUPPLIES,448.1308121966704
3001113,2017-08-16,15,PLAYERS AND ELECTRONICS,664.3870653973624
3001114,2017-08-16,15,POULTRY,20676.311752716236
3001115,2017-08-16,15,PREPARED FOODS,4719.382485587992
3001116,2017-08-16,15,PRODUCE,443710.8748346989
3001117,2017-08-16,15,SCHOOL AND OFFICE SUPPLIES,8861626.071112562
3001118,2017-08-16,15,SEAFOOD,930.1103864219263
3001119,2017-08-16,16,AUTOMOTIVE,319.7311742602662
3001120,2017-08-16,16,BABY CARE,12.459296163341136
3001121,2017-08-16,16,BEAUTY,585.0710554285221
3001122,2017-08-16,16,BEVERAGES,217954.216139258
3001123,2017-08-16,16,BOOKS,0.4600088467350011
3001124,2017-08-16,16,BREAD/BAKERY,35011.35883202651
3001125,2017-08-16,16,CELEBRATION,673.1875210185782
3001126,2017-08-16,16,CLEANING,107843.26984337144
3001127,2017-08-16,16,DAIRY,57912.90267859952
3001128,2017-08-16,16,DELI,16790.98855192982
3001129,2017-08-16,16,EGGS,8791.432083826916
3001130,2017-08-16,16,FROZEN FOODS,6262.144574733343
3001131,2017-08-16,16,GROCERY I,421157.55244697334
3001132,2017-08-16,16,GROCERY II,1750.0529718571834
3001133,2017-08-16,16,HARDWARE,76.52491439182839
3001134,2017-08-16,16,HOME AND KITCHEN I,1463.9235495941487
3001135,2017-08-16,16,HOME AND KITCHEN II,32532.147203060675
3001136,2017-08-16,16,HOME APPLIANCES,13.070935169159489
3001137,2017-08-16,16,HOME CARE,83337.32130078359
3001138,2017-08-16,16,LADIESWEAR,590.197352937802
3001139,2017-08-16,16,LAWN AND GARDEN,9105.010377019504
3001140,2017-08-16,16,LINGERIE,1065.3474548898148
3001141,2017-08-16,16,"LIQUOR,WINE,BEER",76459.00409167542
3001142,2017-08-16,16,MAGAZINES,271.74472023917673
3001143,2017-08-16,16,MEATS,20039.0688270378
3001144,2017-08-16,16,PERSONAL CARE,46874.937290375085
3001145,2017-08-16,16,PET SUPPLIES,448.1308121966704
3001146,2017-08-16,16,PLAYERS AND ELECTRONICS,664.3870653973624
3001147,2017-08-16,16,POULTRY,20676.311752716236
3001148,2017-08-16,16,PREPARED FOODS,4719.382485587992
3001149,2017-08-16,16,PRODUCE,443710.8748346989
3001150,2017-08-16,16,SCHOOL AND OFFICE SUPPLIES,8861626.071112562
3001151,2017-08-16,16,SEAFOOD,930.1103864219263
3001152,2017-08-16,17,AUTOMOTIVE,319.7311742602662
3001153,2017-08-16,17,BABY CARE,12.459296163341136
3001154,2017-08-16,17,BEAUTY,585.0710554285221
3001155,2017-08-16,17,BEVERAGES,217954.216139258
3001156,2017-08-16,17,BOOKS,0.4600088467350011
3001157,2017-08-16,17,BREAD/BAKERY,35011.35883202651
3001158,2017-08-16,17,CELEBRATION,673.1875210185782
3001159,2017-08-16,17,CLEANING,107843.26984337144
3001160,2017-08-16,17,DAIRY,57912.90267859952
3001161,2017-08-16,17,DELI,16790.98855192982
3001162,2017-08-16,17,EGGS,8791.432083826916
3001163,2017-08-16,17,FROZEN FOODS,6262.144574733343
3001164,2017-08-16,17,GROCERY I,421157.55244697334
3001165,2017-08-16,17,GROCERY II,1750.0529718571834
3001166,2017-08-16,17,HARDWARE,76.52491439182839
3001167,2017-08-16,17,HOME AND KITCHEN I,1463.9235495941487
3001168,2017-08-16,17,HOME AND KITCHEN II,32532.147203060675
3001169,2017-08-16,17,HOME APPLIANCES,13.070935169159489
3001170,2017-08-16,17,HOME CARE,83337.32130078359
3001171,2017-08-16,17,LADIESWEAR,590.197352937802
3001172,2017-08-16,17,LAWN AND GARDEN,9105.010377019504
3001173,2017-08-16,17,LINGERIE,1065.3474548898148
3001174,2017-08-16,17,"LIQUOR,WINE,BEER",76459.00409167542
3001175,2017-08-16,17,MAGAZINES,271.74472023917673
3001176,2017-08-16,17,MEATS,20039.0688270378
3001177,2017-08-16,17,PERSONAL CARE,46874.937290375085
3001178,2017-08-16,17,PET SUPPLIES,448.1308121966704
3001179,2017-08-16,17,PLAYERS AND ELECTRONICS,664.3870653973624
3001180,2017-08-16,17,POULTRY,20676.311752716236
3001181,2017-08-16,17,PREPARED FOODS,4719.382485587992
3001182,2017-08-16,17,PRODUCE,443710.8748346989
3001183,2017-08-16,17,SCHOOL AND OFFICE SUPPLIES,8861626.071112562
3001184,2017-08-16,17,SEAFOOD,930.1103864219263
3001185,2017-08-16,18,AUTOMOTIVE,319.7311742602662
3001186,2017-08-16,18,BABY CARE,12.459296163341136
3001187,2017-08-16,18,BEAUTY,585.0710554285221
3001188,2017-08-16,18,BEVERAGES,217954.216139258
3001189,2017-08-16,18,BOOKS,0.4600088467350011
3001190,2017-08-16,18,BREAD/BAKERY,35011.35883202651
3001191,2017-08-16,18,CELEBRATION,673.1875210185782
3001192,2017-08-16,18,CLEANING,107843.26984337144
3001193,2017-08-16,18,DAIRY,57912.90267859952
3001194,2017-08-16,18,DELI,16790.98855192982
3001195,2017-08-16,18,EGGS,8791.432083826916
3001196,2017-08-16,18,FROZEN FOODS,6262.144574733343
3001197,2017-08-16,18,GROCERY I,421157.55244697334
3001198,2017-08-16,18,GROCERY II,1750.0529718571834
3001199,2017-08-16,18,HARDWARE,76.52491439182839
3001200,2017-08-16,18,HOME AND KITCHEN I,1463.9235495941487
3001201,2017-08-16,18,HOME AND KITCHEN II,32532.147203060675
3001202,2017-08-16,18,HOME APPLIANCES,13.070935169159489
3001203,2017-08-16,18,HOME CARE,83337.32130078359
3001204,2017-08-16,18,LADIESWEAR,590.197352937802
3001205,2017-08-16,18,LAWN AND GARDEN,9105.010377019504
3001206,2017-08-16,18,LINGERIE,1065.3474548898148
3001207,2017-08-16,18,"LIQUOR,WINE,BEER",76459.00409167542
3001208,2017-08-16,18,MAGAZINES,271.74472023917673
3001209,2017-08-16,18,MEATS,20039.0688270378
3001210,2017-08-16,18,PERSONAL CARE,46874.937290375085
3001211,2017-08-16,18,PET SUPPLIES,448.1308121966704
3001212,2017-08-16,18,PLAYERS AND ELECTRONICS,664.3870653973624
3001213,2017-08-16,18,POULTRY,20676.311752716236
3001214,2017-08-16,18,PREPARED FOODS,4719.382485587992
3001215,2017-08-16,18,PRODUCE,443710.8748346989
3001216,2017-08-16,18,SCHOOL AND OFFICE SUPPLIES,8861626.071112562
3001217,2017-08-16,18,SEAFOOD,930.1103864219263
3001218,2017-08-16,19,AUTOMOTIVE,319.7311742602662
3001219,2017-08-16,19,BABY CARE,12.459296163341136
3001220,2017-08-16,19,BEAUTY,585.0710554285221
3001221,2017-08-16,19,BEVERAGES,217954.216139258
3001222,2017-08-16,19,BOOKS,0.4600088467350011
3001223,2017-08-16,19,BREAD/BAKERY,35011.35883202651
3001224,2017-08-16,19,CELEBRATION,673.1875210185782
3001225,2017-08-16,19,CLEANING,107843.26984337144
3001226,2017-08-16,19,DAIRY,57912.90267859952
3001227,2017-08-16,19,DELI,16790.98855192982
3001228,2017-08-16,19,EGGS,8791.432083826916
3001229,2017-08-16,19,FROZEN FOODS,6262.144574733343
3001230,2017-08-16,19,GROCERY I,421157.55244697334
3001231,2017-08-16,19,GROCERY II,1750.0529718571834
3001232,2017-08-16,19,HARDWARE,76.52491439182839
3001233,2017-08-16,19,HOME AND KITCHEN I,1463.9235495941487
3001234,2017-08-16,19,HOME AND KITCHEN II,32532.147203060675
3001235,2017-08-16,19,HOME APPLIANCES,13.070935169159489
3001236,2017-08-16,19,HOME CARE,83337.32130078359
3001237,2017-08-16,19,LADIESWEAR,590.197352937802
3001238,2017-08-16,19,LAWN AND GARDEN,9105.010377019504
3001239,2017-08-16,19,LINGERIE,1065.3474548898148
3001240,2017-08-16,19,"LIQUOR,WINE,BEER",76459.00409167542
3001241,2017-08-16,19,MAGAZINES,271.74472023917673
3001242,2017-08-16,19,MEATS,20039.0688270378
3001243,2017-08-16,19,PERSONAL CARE,46874.937290375085
3001244,2017-08-16,19,PET SUPPLIES,448.1308121966704
3001245,2017-08-16,19,PLAYERS AND ELECTRONICS,664.3870653973624
3001246,2017-08-16,19,POULTRY,20676.311752716236
3001247,2017-08-16,19,PREPARED FOODS,4719.382485587992
3001248,2017-08-16,19,PRODUCE,443710.8748346989
3001249,2017-08-16,19,SCHOOL AND OFFICE SUPPLIES,8861626.071112562
3001250,2017-08-16,19,SEAFOOD,930.1103864219263
3001251,2017-08-16,2,AUTOMOTIVE,319.7311742602662
3001252,2017-08-16,2,BABY CARE,12.459296163341136
3001253,2017-08-16,2,BEAUTY,585.0710554285221
3001254,2017-08-16,2,BEVERAGES,217954.216139258
3001255,2017-08-16,2,BOOKS,0.4600088467350011
3001256,2017-08-16,2,BREAD/BAKERY,35011.35883202651
3001257,2017-08-16,2,CELEBRATION,673.1875210185782
3001258,2017-08-16,2,CLEANING,107843.26984337144
3001259,2017-08-16,2,DAIRY,57912.90267859952
3001260,2017-08-16,2,DELI,16790.98855192982
3001261,2017-08-16,2,EGGS,8791.432083826916
3001262,2017-08-16,2,FROZEN FOODS,6262.144574733343
3001263,2017-08-16,2,GROCERY I,421157.55244697334
3001264,2017-08-16,2,GROCERY II,1750.0529718571834
3001265,2017-08-16,2,HARDWARE,76.52491439182839
3001266,2017-08-16,2,HOME AND KITCHEN I,1463.9235495941487
3001267,2017-08-16,2,HOME AND KITCHEN II,32532.147203060675
3001268,2017-08-16,2,HOME APPLIANCES,13.070935169159489
3001269,2017-08-16,2,HOME CARE,83337.32130078359
3001270,2017-08-16,2,LADIESWEAR,590.197352937802
3001271,2017-08-16,2,LAWN AND GARDEN,9105.010377019504
3001272,2017-08-16,2,LINGERIE,1065.3474548898148
3001273,2017-08-16,2,"LIQUOR,WINE,BEER",76459.00409167542
3001274,2017-08-16,2,MAGAZINES,271.74472023917673
3001275,2017-08-16,2,MEATS,20039.0688270378
3001276,2017-08-16,2,PERSONAL CARE,46874.937290375085
3001277,2017-08-16,2,PET SUPPLIES,448.1308121966704
3001278,2017-08-16,2,PLAYERS AND ELECTRONICS,664.3870653973624
3001279,2017-08-16,2,POULTRY,20676.311752716236
3001280,2017-08-16,2,PREPARED FOODS,4719.382485587992
3001281,2017-08-16,2,PRODUCE,443710.8748346989
3001282,2017-08-16,2,SCHOOL AND OFFICE SUPPLIES,8861626.071112562
3001283,2017-08-16,2,SEAFOOD,930.1103864219263
3001284,2017-08-16,20,AUTOMOTIVE,319.7311742602662
3001285,2017-08-16,20,BABY CARE,12.459296163341136
3001286,2017-08-16,20,BEAUTY,585.0710554285221
3001287,2017-08-16,20,BEVERAGES,217954.216139258
3001288,2017-08-16,20,BOOKS,0.4600088467350011
3001289,2017-08-16,20,BREAD/BAKERY,35011.35883202651
3001290,2017-08-16,20,CELEBRATION,673.1875210185782
3001291,2017-08-16,20,CLEANING,107843.26984337144
3001292,2017-08-16,20,DAIRY,57912.90267859952
3001293,2017-08-16,20,DELI,16790.98855192982
3001294,2017-08-16,20,EGGS,8791.432083826916
3001295,2017-08-16,20,FROZEN FOODS,6262.144574733343
3001296,2017-08-16,20,GROCERY I,421157.55244697334
3001297,2017-08-16,20,GROCERY II,1750.0529718571834
3001298,2017-08-16,20,HARDWARE,76.52491439182839
3001299,2017-08-16,20,HOME AND KITCHEN I,1463.9235495941487
3001300,2017-08-16,20,HOME AND KITCHEN II,32532.147203060675
3001301,2017-08-16,20,HOME APPLIANCES,13.070935169159489
3001302,2017-08-16,20,HOME CARE,83337.32130078359
3001303,2017-08-16,20,LADIESWEAR,590.197352937802
3001304,2017-08-16,20,LAWN AND GARDEN,9105.010377019504
3001305,2017-08-16,20,LINGERIE,1065.3474548898148
3001306,2017-08-16,20,"LIQUOR,WINE,BEER",76459.00409167542
3001307,2017-08-16,20,MAGAZINES,271.74472023917673
3001308,2017-08-16,20,MEATS,20039.0688270378
3001309,2017-08-16,20,PERSONAL CARE,46874.937290375085
3001310,2017-08-16,20,PET SUPPLIES,448.1308121966704
3001311,2017-08-16,20,PLAYERS AND ELECTRONICS,664.3870653973624
3001312,2017-08-16,20,POULTRY,20676.311752716236
3001313,2017-08-16,20,PREPARED FOODS,4719.382485587992
3001314,2017-08-16,20,PRODUCE,443710.8748346989
3001315,2017-08-16,20,SCHOOL AND OFFICE SUPPLIES,8861626.071112562
3001316,2017-08-16,20,SEAFOOD,930.1103864219263
3001317,2017-08-16,21,AUTOMOTIVE,319.7311742602662
3001318,2017-08-16,21,BABY CARE,12.459296163341136
3001319,2017-08-16,21,BEAUTY,585.0710554285221
3001320,2017-08-16,21,BEVERAGES,217954.216139258
3001321,2017-08-16,21,BOOKS,0.4600088467350011
3001322,2017-08-16,21,BREAD/BAKERY,35011.35883202651
3001323,2017-08-16,21,CELEBRATION,673.1875210185782
3001324,2017-08-16,21,CLEANING,107843.26984337144
3001325,2017-08-16,21,DAIRY,57912.90267859952
3001326,2017-08-16,21,DELI,16790.98855192982
3001327,2017-08-16,21,EGGS,8791.432083826916
3001328,2017-08-16,21,FROZEN FOODS,6262.144574733343
3001329,2017-08-16,21,GROCERY I,421157.55244697334
3001330,2017-08-16,21,GROCERY II,1750.0529718571834
3001331,2017-08-16,21,HARDWARE,76.52491439182839
3001332,2017-08-16,21,HOME AND KITCHEN I,1463.9235495941487
3001333,2017-08-16,21,HOME AND KITCHEN II,32532.147203060675
3001334,2017-08-16,21,HOME APPLIANCES,13.070935169159489
3001335,2017-08-16,21,HOME CARE,83337.32130078359
3001336,2017-08-16,21,LADIESWEAR,590.197352937802
3001337,2017-08-16,21,LAWN AND GARDEN,9105.010377019504
3001338,2017-08-16,21,LINGERIE,1065.3474548898148
3001339,2017-08-16,21,"LIQUOR,WINE,BEER",76459.00409167542
3001340,2017-08-16,21,MAGAZINES,271.74472023917673
3001341,2017-08-16,21,MEATS,20039.0688270378
3001342,2017-08-16,21,PERSONAL CARE,46874.937290375085
3001343,2017-08-16,21,PET SUPPLIES,448.1308121966704
3001344,2017-08-16,21,PLAYERS AND ELECTRONICS,664.3870653973624
3001345,2017-08-16,21,POULTRY,20676.311752716236
3001346,2017-08-16,21,PREPARED FOODS,4719.382485587992
3001347,2017-08-16,21,PRODUCE,443710.8748346989
3001348,2017-08-16,21,SCHOOL AND OFFICE SUPPLIES,8861626.071112562
3001349,2017-08-16,21,SEAFOOD,930.1103864219263
3001350,2017-08-16,22,AUTOMOTIVE,319.7311742602662
